"Year","SoilType","Population","PositionRow","PositionColumn","Edge","Plot_Rep","DateFirstFlower","FlowerColor","Surv_flr","Num_flrs","Num_frts","Numfruits_collected","Num_seeds"
"2015","Sand","F5","B",2,"Non-edge",3,"3/16/15","pink",1,7,5,4,21
"2015","Sand","F5","B",3,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Sand","F5","B",4,"Non-edge",3,"4/6/15","pink",1,2,1,1,3
"2015","Sand","F5","B",5,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Sand","F5","B",6,"Non-edge",3,NA,NA,NA,NA,NA,NA,NA
"2015","Sand","F5","B",7,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Sand","F5","B",8,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Sand","SandPop","B",9,"Non-edge",3,NA,NA,NA,NA,NA,NA,NA
"2015","Sand","SerpPop","B",10,"Non-edge",3,"3/27/15",NA,1,4,4,NA,NA
"2015","Sand","SandPop","B",11,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Sand","F5","B",12,"Edge",3,NA,NA,NA,NA,NA,NA,NA
"2015","Sand","SerpPop","C",1,"Edge",3,NA,NA,0,0,0,NA,NA
"2015","Sand","F5","C",2,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Sand","F5","C",3,"Non-edge",3,NA,NA,NA,NA,NA,NA,NA
"2015","Sand","F5","C",4,"Non-edge",3,"4/22/15","pink",1,1,0,NA,NA
"2015","Sand","SerpPop","C",5,"Non-edge",3,"3/27/15",NA,1,2,2,2,11
"2015","Sand","F5","C",6,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Sand","SerpPop","C",7,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Sand","SerpPop","C",8,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Sand","SerpPop","C",9,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Sand","F5","C",10,"Non-edge",3,"4/1/15","pink",1,1,1,NA,NA
"2015","Sand","F5","C",11,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Sand","F5","C",12,"Edge",3,NA,NA,0,0,0,NA,NA
"2015","Sand","SandPop","D",1,"Edge",3,"4/21/15",NA,1,2,2,NA,NA
"2015","Sand","SandPop","D",2,"Non-edge",3,NA,NA,NA,NA,NA,NA,NA
"2015","Sand","F5","D",3,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Sand","F5","D",4,"Non-edge",3,NA,NA,NA,NA,NA,NA,NA
"2015","Sand","SandPop","D",5,"Non-edge",3,"3/29/15",NA,1,4,4,1,4
"2015","Sand","SerpPop","D",6,"Non-edge",3,"3/16/15",NA,1,6,3,1,1
"2015","Sand","F5","D",7,"Non-edge",3,NA,NA,NA,NA,NA,NA,NA
"2015","Sand","F5","D",8,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Sand","F5","D",9,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Sand","F5","D",10,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Sand","SandPop","D",11,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Sand","F5","D",12,"Edge",3,NA,NA,0,0,0,NA,NA
"2015","Sand","SerpPop","E",1,"Edge",3,NA,NA,NA,NA,NA,NA,NA
"2015","Sand","F5","E",2,"Non-edge",3,NA,NA,NA,NA,NA,NA,NA
"2015","Sand","F5","E",3,"Non-edge",3,NA,NA,NA,NA,NA,NA,NA
"2015","Sand","F5","E",4,"Non-edge",3,"24-Apr","pink",1,2,1,NA,NA
"2015","Sand","SandPop","E",5,"Non-edge",3,NA,NA,NA,NA,NA,NA,NA
"2015","Sand","SandPop","E",6,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Sand","F5","E",7,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Sand","F5","E",8,"Non-edge",3,"3/16/15","pink",1,4,4,1,1
"2015","Sand","F5","E",9,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Sand","F5","E",10,"Non-edge",3,"3/27/15","pink",1,3,2,NA,NA
"2015","Sand","F5","E",11,"Non-edge",3,NA,NA,1,2,2,NA,NA
"2015","Sand","F5","E",12,"Edge",3,"3/29/15","white",1,4,0,NA,NA
"2015","Sand","F5","F",1,"Edge",3,NA,NA,NA,NA,NA,NA,NA
"2015","Sand","SerpPop","F",2,"Edge",3,NA,NA,NA,NA,NA,NA,NA
"2015","Sand","SandPop","F",3,"Edge",3,"4/13/15",NA,1,1,0,NA,NA
"2015","Sand","F5","F",4,"Edge",3,NA,NA,0,0,0,NA,NA
"2015","Sand","F5","F",5,"Edge",3,NA,NA,1,2,2,1,1
"2015","Sand","SandPop","F",6,"Edge",3,"4/1/15",NA,1,8,5,1,7
"2015","Sand","SerpPop","F",7,"Edge",3,"4/6/15",NA,1,1,0,NA,NA
"2015","Sand","F5","F",8,"Edge",3,"4/20/15","pink",1,1,1,NA,NA
"2015","Sand","F5","F",9,"Edge",3,NA,NA,0,0,0,NA,NA
"2015","Sand","SandPop","F",10,"Edge",3,NA,NA,NA,NA,NA,NA,NA
"2015","Sand","F5","F",11,"Edge",3,NA,NA,0,0,0,NA,NA
"2015","Sand","F5","F",12,"Edge",3,"27-Apr","white",1,1,1,NA,NA
"2015","Sand","F5","A",1,"Edge",4,"4/4/15","pink",1,6,1,NA,NA
"2015","Sand","SandPop","A",2,"Edge",4,"4/15/15",NA,1,11,9,NA,NA
"2015","Sand","F5","A",3,"Edge",4,"4/20/15","pink",1,5,0,NA,NA
"2015","Sand","F5","A",4,"Edge",4,"4/20/15","white",1,5,4,NA,NA
"2015","Sand","F5","A",5,"Edge",4,"4/8/15","white",1,4,4,4,26
"2015","Sand","SerpPop","A",6,"Edge",4,NA,NA,0,0,0,NA,NA
"2015","Sand","F5","A",7,"Edge",4,"4/18/15","pink",1,1,0,NA,NA
"2015","Sand","F5","A",8,"Edge",4,"24-Apr","white",1,1,1,NA,NA
"2015","Sand","F5","A",9,"Edge",4,"3/29/15","pink",1,3,3,NA,NA
"2015","Sand","F5","A",10,"Edge",4,"4/18/15","pink",1,4,3,NA,NA
"2015","Sand","SandPop","A",11,"Edge",4,"27-Apr",NA,1,5,4,NA,NA
"2015","Sand","F5","A",12,"Edge",4,"4/4/15","white",1,NA,NA,NA,NA
"2015","Sand","SerpPop","B",1,"Edge",4,"3/27/15",NA,1,7,7,NA,NA
"2015","Sand","F5","B",2,"Non-edge",4,"4/18/15","pink",1,9,0,NA,NA
"2015","Sand","F5","B",3,"Non-edge",4,"3/29/15","pink",1,4,4,1,4
"2015","Sand","SerpPop","B",4,"Non-edge",4,"3/27/15",NA,1,3,3,NA,NA
"2015","Sand","F5","B",5,"Non-edge",4,"4/20/15","pink",1,2,1,1,4
"2015","Sand","F5","B",6,"Non-edge",4,"4/1/15","pink",1,4,4,2,3
"2015","Sand","F5","B",7,"Non-edge",4,"4/4/15","pink",1,5,5,5,15
"2015","Sand","SandPop","B",8,"Non-edge",4,"4/18/15",NA,1,5,5,NA,NA
"2015","Sand","F5","B",9,"Non-edge",4,NA,NA,0,0,0,NA,NA
"2015","Sand","F5","B",10,"Non-edge",4,NA,NA,0,0,0,NA,NA
"2015","Sand","SandPop","B",11,"Non-edge",4,"29-Apr",NA,1,5,4,NA,NA
"2015","Sand","F5","B",12,"Edge",4,NA,NA,1,1,0,NA,NA
"2015","Sand","SerpPop","C",1,"Edge",4,"4/18/15",NA,1,2,2,2,17
"2015","Sand","F5","C",2,"Non-edge",4,"4/8/15","pink",1,3,2,2,12
"2015","Sand","SandPop","C",3,"Non-edge",4,"4/13/15",NA,1,11,10,NA,NA
"2015","Sand","F5","C",4,"Non-edge",4,"4/6/15","pink",1,6,1,NA,NA
"2015","Sand","SerpPop","C",5,"Non-edge",4,"4/1/15",NA,1,5,5,3,12
"2015","Sand","SerpPop","C",6,"Non-edge",4,"1-May",NA,1,1,1,NA,NA
"2015","Sand","F5","C",7,"Non-edge",4,"4/4/15","pink",1,5,5,4,8
"2015","Sand","F5","C",8,"Non-edge",4,"4/4/15","pink",1,6,6,5,35
"2015","Sand","F5","C",9,"Non-edge",4,NA,NA,0,0,0,NA,NA
"2015","Sand","F5","C",10,"Non-edge",4,"4/4/15","white",1,5,5,3,10
"2015","Sand","F5","C",11,"Non-edge",4,"3/27/15","white",1,5,5,NA,NA
"2015","Sand","F5","C",12,"Edge",4,"4/1/15","pink",1,5,4,2,6
"2015","Sand","SandPop","D",1,"Edge",4,"4/20/15",NA,1,5,4,NA,NA
"2015","Sand","F5","D",2,"Non-edge",4,"4/15/15","pink",1,8,5,5,30
"2015","Sand","F5","D",3,"Non-edge",4,"4/15/15","white",1,4,4,4,37
"2015","Sand","F5","D",4,"Non-edge",4,"3/27/15","pink",1,7,6,3,7
"2015","Sand","F5","D",5,"Non-edge",4,"4/18/15","white",1,2,2,NA,NA
"2015","Sand","SandPop","D",6,"Non-edge",4,"27-Apr",NA,1,2,2,NA,NA
"2015","Sand","F5","D",7,"Non-edge",4,"24-Apr","white",1,1,0,NA,NA
"2015","Sand","F5","D",8,"Non-edge",4,"4/18/15","pink",1,1,1,1,9
"2015","Sand","F5","D",9,"Non-edge",4,"4/13/15","pink",1,1,1,1,10
"2015","Sand","SandPop","D",10,"Non-edge",4,"4/15/15",NA,1,7,7,NA,NA
"2015","Sand","SandPop","D",11,"Non-edge",4,"24-Apr",NA,1,2,0,NA,NA
"2015","Sand","F5","D",12,"Edge",4,"3/29/15","pink",1,2,1,1,7
"2015","Sand","F5","E",1,"Edge",4,"4/10/15","pink",1,2,2,2,2
"2015","Sand","F5","E",2,"Non-edge",4,"4/6/15","white",1,10,9,7,49
"2015","Sand","SandPop","E",3,"Non-edge",4,"27-Apr",NA,1,5,4,NA,NA
"2015","Sand","F5","E",4,"Non-edge",4,"3/29/15","white",1,8,7,NA,NA
"2015","Sand","SandPop","E",5,"Non-edge",4,"4/15/15",NA,1,16,1,1,4
"2015","Sand","F5","E",6,"Non-edge",4,"27-Apr","pink",1,2,1,NA,NA
"2015","Sand","F5","E",7,"Non-edge",4,"4/1/15","pink",1,6,6,4,12
"2015","Sand","SandPop","E",8,"Non-edge",4,"4/18/15",NA,1,11,7,NA,NA
"2015","Sand","SerpPop","E",9,"Non-edge",4,"3/29/15",NA,1,5,4,NA,NA
"2015","Sand","SerpPop","E",10,"Non-edge",4,"3/27/15",NA,1,7,6,6,22
"2015","Sand","F5","E",11,"Non-edge",4,"4/13/15","pink",1,4,4,4,22
"2015","Sand","F5","E",12,"Edge",4,"4/4/15","pink",1,NA,NA,NA,NA
"2015","Sand","SerpPop","F",1,"Edge",4,"4/1/15",NA,1,5,4,3,20
"2015","Sand","F5","F",2,"Edge",4,"4/13/15","white",1,2,2,2,7
"2015","Sand","F5","F",3,"Edge",4,"4/4/15","pink",1,7,7,5,48
"2015","Sand","F5","F",4,"Edge",4,"4/13/15","pink",1,6,6,NA,NA
"2015","Sand","SerpPop","F",5,"Edge",4,"4/1/15",NA,1,3,1,NA,NA
"2015","Sand","F5","F",6,"Edge",4,"4/20/15","pink",1,4,3,NA,NA
"2015","Sand","SerpPop","F",7,"Edge",4,"4/15/15",NA,1,1,0,NA,NA
"2015","Sand","F5","F",8,"Edge",4,"4/4/15","pink",1,7,0,NA,NA
"2015","Sand","F5","F",9,"Edge",4,NA,"pink",0,0,0,NA,NA
"2015","Sand","SerpPop","F",10,"Edge",4,NA,NA,0,0,0,NA,NA
"2015","Sand","F5","F",11,"Edge",4,"4/20/15","white",1,4,3,NA,NA
"2015","Sand","F5","F",12,"Edge",4,"4/13/15","white",1,5,5,5,20
"2015","Serp","SandPop","A",1,"Edge",3,NA,NA,0,0,0,NA,NA
"2015","Serp","F5","A",2,"Edge",3,"27-Mar","pink",1,2,1,NA,NA
"2015","Serp","F5","A",3,"Edge",3,"29-Mar","pink",1,2,0,NA,NA
"2015","Serp","SerpPop","A",4,"Edge",3,"27-Mar",NA,1,1,0,NA,NA
"2015","Serp","F5","A",5,"Edge",3,"27-Mar","pink",1,1,0,NA,NA
"2015","Serp","F5","A",6,"Edge",3,"27-Mar","pink",1,1,0,NA,NA
"2015","Serp","F5","A",7,"Edge",3,"23-Mar","pink",1,2,1,NA,NA
"2015","Serp","SandPop","A",8,"Edge",3,NA,NA,0,0,0,NA,NA
"2015","Serp","SandPop","A",9,"Edge",3,NA,NA,0,0,0,NA,NA
"2015","Serp","F5","A",10,"Edge",3,"16-Mar","pink",1,3,1,NA,NA
"2015","Serp","F5","A",11,"Edge",3,"1-Apr","pink",1,3,0,NA,NA
"2015","Serp","SerpPop","A",12,"Edge",3,NA,NA,1,3,2,NA,NA
"2015","Serp","SerpPop","B",1,"Edge",3,"27-Mar",NA,1,4,3,NA,NA
"2015","Serp","F5","B",2,"Non-edge",3,"27-Mar","pink",1,2,0,NA,NA
"2015","Serp","F5","B",3,"Non-edge",3,"27-Mar","pink",1,3,2,NA,NA
"2015","Serp","F5","B",4,"Non-edge",3,"27-Mar","pink",1,2,1,NA,NA
"2015","Serp","F5","B",5,"Non-edge",3,"16-Mar","pink",1,4,2,2,8
"2015","Serp","F5","B",6,"Non-edge",3,"27-Mar","pink",1,4,2,NA,NA
"2015","Serp","F5","B",7,"Non-edge",3,NA,NA,1,3,1,NA,NA
"2015","Serp","F5","B",8,"Non-edge",3,"23-Mar","pink",1,3,2,NA,NA
"2015","Serp","F5","B",9,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Serp","SerpPop","B",10,"Non-edge",3,"23-Mar",NA,1,2,2,NA,NA
"2015","Serp","F5","B",11,"Non-edge",3,"27-Mar","white",1,2,1,NA,NA
"2015","Serp","F5","B",12,"Edge",3,NA,NA,0,0,0,NA,NA
"2015","Serp","SerpPop","C",1,"Edge",3,"27-Mar",NA,1,1,1,NA,NA
"2015","Serp","SandPop","C",2,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Serp","F5","C",3,"Non-edge",3,"27-Mar","pink",1,3,0,NA,NA
"2015","Serp","F5","C",4,"Non-edge",3,"27-Mar","pink",1,3,2,1,1
"2015","Serp","F5","C",5,"Non-edge",3,"27-Mar","white",1,3,1,NA,NA
"2015","Serp","F5","C",6,"Non-edge",3,"27-Mar","pink",1,1,0,NA,NA
"2015","Serp","F5","C",7,"Non-edge",3,"27-Mar","white",1,2,0,NA,NA
"2015","Serp","F5","C",8,"Non-edge",3,NA,NA,1,3,1,NA,NA
"2015","Serp","F5","C",9,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Serp","F5","C",10,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Serp","F5","C",11,"Non-edge",3,"27-Mar","pink",1,3,2,NA,NA
"2015","Serp","F5","C",12,"Edge",3,NA,NA,0,0,0,NA,NA
"2015","Serp","SerpPop","D",1,"Edge",3,"27-Mar",NA,1,2,1,NA,NA
"2015","Serp","F5","D",2,"Non-edge",3,NA,NA,1,2,0,NA,NA
"2015","Serp","F5","D",3,"Non-edge",3,"29-Mar","pink",1,2,1,NA,NA
"2015","Serp","SandPop","D",4,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Serp","F5","D",5,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Serp","F5","D",6,"Non-edge",3,NA,NA,NA,NA,NA,NA,NA
"2015","Serp","F5","D",7,"Non-edge",3,"27-Mar","pink",1,4,1,NA,NA
"2015","Serp","F5","D",8,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Serp","SandPop","D",9,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Serp","F5","D",10,"Non-edge",3,"27-Mar","pink",1,1,0,NA,NA
"2015","Serp","SerpPop","D",11,"Non-edge",3,"16-Mar",NA,1,3,2,NA,NA
"2015","Serp","F5","D",12,"Edge",3,NA,NA,0,0,0,NA,NA
"2015","Serp","SerpPop","E",1,"Edge",3,NA,NA,1,3,0,NA,NA
"2015","Serp","F5","E",2,"Non-edge",3,"23-Mar","pink",1,1,0,NA,NA
"2015","Serp","F5","E",3,"Non-edge",3,"4-Apr","pink",1,NA,NA,NA,NA
"2015","Serp","F5","E",4,"Non-edge",3,"27-Mar","pink",1,3,1,1,1
"2015","Serp","SerpPop","E",5,"Non-edge",3,"16-Mar",NA,1,4,3,NA,NA
"2015","Serp","SandPop","E",6,"Non-edge",3,NA,NA,NA,NA,NA,NA,NA
"2015","Serp","SerpPop","E",7,"Non-edge",3,NA,NA,NA,NA,NA,NA,NA
"2015","Serp","SandPop","E",8,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Serp","F5","E",9,"Non-edge",3,"16-Mar","pink",1,3,2,NA,NA
"2015","Serp","F5","E",10,"Non-edge",3,NA,NA,0,0,0,NA,NA
"2015","Serp","F5","E",11,"Non-edge",3,"27-Mar","white",1,2,0,NA,NA
"2015","Serp","SandPop","E",12,"Edge",3,NA,NA,0,0,0,NA,NA
"2015","Serp","F5","F",1,"Edge",3,NA,NA,0,0,0,NA,NA
"2015","Serp","SandPop","F",2,"Edge",3,NA,NA,0,0,0,NA,NA
"2015","Serp","SerpPop","F",3,"Edge",3,"16-Mar",NA,1,2,1,1,5
"2015","Serp","SandPop","F",4,"Edge",3,NA,NA,0,0,0,NA,NA
"2015","Serp","F5","F",5,"Edge",3,NA,NA,0,0,0,NA,NA
"2015","Serp","F5","F",6,"Edge",3,"27-Mar","pink",1,2,0,NA,NA
"2015","Serp","F5","F",7,"Edge",3,"23-Mar","pink",1,4,1,1,3
"2015","Serp","SandPop","F",8,"Edge",3,NA,NA,0,0,0,NA,NA
"2015","Serp","F5","F",9,"Edge",3,"27-Mar","pink",1,2,0,NA,NA
"2015","Serp","F5","F",10,"Edge",3,"27-Mar","pink",1,2,0,NA,NA
"2015","Serp","SerpPop","F",11,"Edge",3,"27-Mar",NA,1,3,1,NA,NA
"2015","Serp","F5","F",12,"Edge",3,"27-Mar","white",1,2,0,NA,NA
"2015","Serp","SerpPop","A",1,"Edge",4,"19-Mar",NA,1,NA,NA,NA,NA
"2015","Serp","F5","A",2,"Edge",4,"27-Mar","pink",1,2,0,NA,NA
"2015","Serp","SerpPop","A",3,"Edge",4,"27-Mar",NA,1,4,3,2,12
"2015","Serp","F5","A",4,"Edge",4,"27-Mar","pink",1,2,1,NA,NA
"2015","Serp","F5","A",5,"Edge",4,"27-Mar","pink",1,2,2,NA,NA
"2015","Serp","SerpPop","A",6,"Edge",4,"8-Mar",NA,1,3,3,1,1
"2015","Serp","F5","A",7,"Edge",4,"27-Mar","pink",1,1,0,NA,NA
"2015","Serp","SandPop","A",8,"Edge",4,NA,NA,0,0,0,NA,NA
"2015","Serp","SandPop","A",9,"Edge",4,NA,NA,0,0,0,NA,NA
"2015","Serp","SandPop","A",10,"Edge",4,NA,NA,0,0,0,NA,NA
"2015","Serp","F5","A",11,"Edge",4,"4-Apr","pink",1,2,1,1,4
"2015","Serp","F5","A",12,"Edge",4,"27-Mar","pink",1,2,2,1,3
"2015","Serp","SerpPop","B",1,"Edge",4,"23-Mar",NA,1,1,0,NA,NA
"2015","Serp","F5","B",2,"Non-edge",4,"27-Mar","pink",1,1,0,NA,NA
"2015","Serp","F5","B",3,"Non-edge",4,"27-Mar","pink",1,2,2,NA,NA
"2015","Serp","F5","B",4,"Non-edge",4,"27-Mar","pink",1,3,3,1,6
"2015","Serp","F5","B",5,"Non-edge",4,"29-Mar","white",1,4,4,2,4
"2015","Serp","F5","B",6,"Non-edge",4,"27-Mar","white",1,2,2,NA,NA
"2015","Serp","F5","B",7,"Non-edge",4,"27-Mar","pink",1,1,1,1,4
"2015","Serp","F5","B",8,"Non-edge",4,"27-Mar","pink",1,3,0,NA,NA
"2015","Serp","F5","B",9,"Non-edge",4,"27-Mar","pink",1,5,4,3,13
"2015","Serp","F5","B",10,"Non-edge",4,"19-Mar","pink",1,2,1,1,3
"2015","Serp","F5","B",11,"Non-edge",4,"29-Mar","pink",1,2,1,1,4
"2015","Serp","F5","B",12,"Edge",4,"27-Mar","pink",1,5,3,1,5
"2015","Serp","SandPop","C",1,"Edge",4,NA,NA,0,0,0,NA,NA
"2015","Serp","SerpPop","C",2,"Non-edge",4,"27-Mar",NA,1,NA,NA,NA,NA
"2015","Serp","F5","C",3,"Non-edge",4,"1-Apr","pink",1,NA,NA,NA,NA
"2015","Serp","SerpPop","C",4,"Non-edge",4,"27-Mar",NA,1,2,1,1,6
"2015","Serp","SandPop","C",5,"Non-edge",4,NA,NA,0,0,0,NA,NA
"2015","Serp","F5","C",6,"Non-edge",4,"27-Mar","pink",1,3,3,3,9
"2015","Serp","SerpPop","C",7,"Non-edge",4,"27-Mar",NA,1,5,3,3,6
"2015","Serp","SandPop","C",8,"Non-edge",4,NA,NA,0,0,0,NA,NA
"2015","Serp","F5","C",9,"Non-edge",4,"27-Mar","pink",1,3,3,2,5
"2015","Serp","SandPop","C",10,"Non-edge",4,NA,NA,0,0,0,NA,NA
"2015","Serp","SerpPop","C",11,"Non-edge",4,"27-Mar",NA,1,3,2,NA,NA
"2015","Serp","F5","C",12,"Edge",4,"27-Mar","white",1,2,0,NA,NA
"2015","Serp","F5","D",1,"Edge",4,NA,NA,NA,NA,NA,NA,NA
"2015","Serp","SandPop","D",2,"Non-edge",4,NA,NA,0,0,0,NA,NA
"2015","Serp","SandPop","D",3,"Non-edge",4,NA,NA,0,0,0,NA,NA
"2015","Serp","F5","D",4,"Non-edge",4,NA,NA,NA,NA,NA,NA,NA
"2015","Serp","F5","D",5,"Non-edge",4,"27-Mar","pink",1,5,4,1,1
"2015","Serp","SandPop","D",6,"Non-edge",4,NA,NA,0,0,0,NA,NA
"2015","Serp","SandPop","D",7,"Non-edge",4,NA,NA,0,0,0,NA,NA
"2015","Serp","SerpPop","D",8,"Non-edge",4,"27-Mar",NA,1,2,2,NA,NA
"2015","Serp","F5","D",9,"Non-edge",4,"27-Mar","pink",1,2,2,2,3
"2015","Serp","F5","D",10,"Non-edge",4,"27-Mar","pink",1,3,2,1,2
"2015","Serp","F5","D",11,"Non-edge",4,NA,NA,0,0,0,NA,NA
"2015","Serp","F5","D",12,"Edge",4,"27-Mar","pink",1,2,2,NA,NA
"2015","Serp","SerpPop","E",1,"Edge",4,"16-Mar",NA,1,2,2,NA,NA
"2015","Serp","F5","E",2,"Non-edge",4,"11-Mar","pink",1,3,0,NA,NA
"2015","Serp","F5","E",3,"Non-edge",4,"27-Mar","pink",1,4,2,1,2
"2015","Serp","F5","E",4,"Non-edge",4,"27-Mar","pink",1,5,4,1,3
"2015","Serp","SandPop","E",5,"Non-edge",4,NA,NA,NA,NA,NA,NA,NA
"2015","Serp","F5","E",6,"Non-edge",4,"27-Mar","pink",1,5,4,3,5
"2015","Serp","F5","E",7,"Non-edge",4,"27-Mar","pink",1,4,3,2,8
"2015","Serp","F5","E",8,"Non-edge",4,"29-Mar","pink",1,3,1,NA,NA
"2015","Serp","F5","E",9,"Non-edge",4,"27-Mar","pink",1,7,7,7,22
"2015","Serp","F5","E",10,"Non-edge",4,"1-Apr","pink",1,2,1,1,3
"2015","Serp","SerpPop","E",11,"Non-edge",4,"27-Mar",NA,1,4,4,NA,NA
"2015","Serp","F5","E",12,"Edge",4,"27-Mar","pink",1,3,3,2,2
"2015","Serp","F5","F",1,"Edge",4,NA,NA,0,0,0,NA,NA
"2015","Serp","F5","F",2,"Edge",4,"27-Mar","pink",1,2,1,NA,NA
"2015","Serp","F5","F",3,"Edge",4,"16-Mar","white",1,3,2,2,13
"2015","Serp","F5","F",4,"Edge",4,"16-Mar","white",1,4,2,2,8
"2015","Serp","F5","F",5,"Edge",4,"16-Mar","pink",1,6,4,4,15
"2015","Serp","F5","F",6,"Edge",4,"27-Mar","white",1,3,1,1,6
"2015","Serp","F5","F",7,"Edge",4,NA,NA,0,0,0,NA,NA
"2015","Serp","F5","F",8,"Edge",4,"27-Mar","pink",1,3,2,2,4
"2015","Serp","F5","F",9,"Edge",4,"27-Mar","pink",1,2,1,1,1
"2015","Serp","F5","F",10,"Edge",4,"27-Mar","white",1,2,1,1,2
"2015","Serp","F5","F",11,"Edge",4,"1-Apr","pink",1,1,0,NA,NA
"2015","Serp","SerpPop","F",12,"Edge",4,"27-Mar",NA,1,2,2,NA,NA
"2014","Sand","SerpPop","A",1,"Edge",1,"3/21/14",NA,1,17,11,6,35
"2014","Sand","F5","A",2,"Edge",1,"3/30/14","white",1,10,9,NA,NA
"2014","Sand","SerpPop","A",3,"Edge",1,"4/9/14",NA,1,43,8,NA,NA
"2014","Sand","SandPop","A",4,"Edge",1,NA,NA,1,5,5,NA,NA
"2014","Sand","SandPop","A",5,"Edge",1,"4/18/14",NA,1,34,26,NA,NA
"2014","Sand","F5","A",7,"Edge",1,"3/30/14","pink",1,8,7,NA,NA
"2014","Sand","SandPop","A",9,"Edge",1,"4/9/14",NA,1,14,12,9,72
"2014","Sand","SerpPop","A",10,"Edge",1,NA,NA,NA,NA,NA,NA,NA
"2014","Sand","SerpPop","A",12,"Edge",1,"4/7/14",NA,1,23,17,7,35
"2014","Sand","SandPop","A",13,"Edge",1,"4/9/14",NA,1,30,16,7,52
"2014","Sand","SandPop","A",14,"Edge",1,NA,NA,1,15,10,4,41
"2014","Sand","SandPop","A",15,"Edge",1,"4/21/14",NA,1,18,13,NA,NA
"2014","Sand","SandPop","A",16,"Edge",1,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","A",17,"Edge",1,"4/13/14",NA,1,18,14,9,63
"2014","Sand","SerpPop","A",18,"Edge",1,"3/21/14",NA,1,9,1,NA,NA
"2014","Sand","SerpPop","A",21,"Edge",1,"4/28/14",NA,1,8,4,NA,NA
"2014","Sand","F5","A",22,"Edge",1,"3/30/14","white",1,13,9,NA,NA
"2014","Sand","F5","A",23,"Edge",1,"4/13/14","pink",1,10,8,NA,NA
"2014","Sand","SandPop","A",24,"Edge",1,"4/18/14",NA,1,18,13,4,14
"2014","Sand","F5","B",1,"Edge",1,"4/9/14","pink",1,19,14,NA,NA
"2014","Sand","SandPop","B",2,"Non-edge",1,"4/26/14",NA,1,9,6,NA,NA
"2014","Sand","F5","B",3,"Non-edge",1,"3/30/14","pink",1,12,9,NA,NA
"2014","Sand","F5","B",9,"Non-edge",1,"4/15/14","pink",1,11,7,NA,NA
"2014","Sand","F5","B",10,"Non-edge",1,"4/7/14","pink",1,12,8,NA,NA
"2014","Sand","SandPop","B",11,"Non-edge",1,"4/13/14",NA,1,27,18,9,58
"2014","Sand","SandPop","B",12,"Non-edge",1,"4/13/14",NA,1,15,11,NA,NA
"2014","Sand","SerpPop","B",13,"Non-edge",1,"3/26/14",NA,1,15,8,4,10
"2014","Sand","SerpPop","B",14,"Non-edge",1,"3/26/14",NA,1,9,8,4,20
"2014","Sand","F5","B",16,"Non-edge",1,"4/2/14","pink",1,6,4,NA,NA
"2014","Sand","F5","B",17,"Non-edge",1,"4/13/14","pink",1,5,4,NA,NA
"2014","Sand","SandPop","B",19,"Non-edge",1,"4/18/14",NA,1,14,9,NA,NA
"2014","Sand","SerpPop","B",20,"Non-edge",1,"3/19/14",NA,1,15,7,2,2
"2014","Sand","SandPop","B",22,"Non-edge",1,"4/18/14",NA,1,15,13,NA,NA
"2014","Sand","SandPop","B",23,"Non-edge",1,"4/21/14",NA,1,13,8,NA,NA
"2014","Sand","SandPop","B",24,"Edge",1,"4/21/14",NA,1,16,11,NA,NA
"2014","Sand","F5","C",3,"Non-edge",1,"3/30/14","pink",1,18,12,NA,NA
"2014","Sand","SandPop","C",5,"Non-edge",1,NA,NA,NA,NA,NA,NA,NA
"2014","Sand","SandPop","C",6,"Non-edge",1,"4/9/14",NA,1,13,8,NA,NA
